Restaurant ID;Restaurant Name;Cuisines;Average Cost for two;Price range;Aggregate rating;Rating color;Rating text;Votes
17294556;Miyabi Kyoto Japanese Steak House;Chinese, Steak;40;3;46;Dark Green;Excellent;717
17294607;Rae's Coastal Cafe;American, Caribbean, Seafood;40;3;49;Dark Green;Excellent;548
17295028;Manuel's Bread Cafe;Breakfast, French;40;3;38;Yellow;Good;332
17295109;Frog Hollow Tavern;American;40;3;43;Green;Very Good;368
17294712;Takosushi;Mexican, Southwestern, Sushi;40;3;42;Green;Very Good;647
17295033;The Chop House;Steak;40;3;4;Green;Very Good;360
17303787;Mai Thai Restaurant;Sushi, Thai;40;3;4;Green;Very Good;340
17304726;Tucanos;Brazilian;40;3;4;Green;Very Good;435
17304533;Brick 29;American;40;3;44;Green;Very Good;487
17316233;Winifreds;American, Mediterranean, Seafood;40;3;37;Yellow;Good;98
17315883;Biaggi's Ristorante Italiano;Italian, Pizza;40;3;41;Green;Very Good;365
17316018;Granite City Food & Brewery;American, Breakfast, Burger;40;3;41;Green;Very Good;429
17316743;Graze;American, International, Sushi;40;3;38;Yellow;Good;220
17316381;Atlas World Grill;International;40;3;43;Green;Very Good;428
17316416;Devotay;Mediterranean, Tapas, Vegetarian;40;3;4;Green;Very Good;380
17330185;Fuji Japanese Steak House;Japanese, Steak;40;3;39;Yellow;Good;247
17330735;Samurai Japanese Cuisine & Sushi Bar;Japanese, Steak, Sushi;40;3;36;Yellow;Good;109
17330676;Wasabi Sushi and Thai;Japanese, Sushi, Thai;40;3;37;Yellow;Good;134
17330048;Buckhead Bar and Grill;Seafood, Steak, Vegetarian;40;3;42;Green;Very Good;722
17330311;Meritage;American, Tapas;40;3;41;Green;Very Good;302
17330628;Wood Stone;Italian, Mediterranean, Pizza;40;3;4;Green;Very Good;264
17330546;Hunter's Pub;American, Seafood, Steak;40;3;44;Green;Very Good;235
17334217;Fuji Japanese Steakhouse;Japanese, Sushi;40;3;38;Yellow;Good;145
17335195;Red Ginger Sushi, Grill & Bar;Sushi, Teriyaki;40;3;45;Dark Green;Excellent;208
17335168;Osaka;Japanese, Sushi;40;3;42;Green;Very Good;141
17258350;Flying Mango;BBQ, Caribbean, Cajun;40;3;45;Dark Green;Excellent;674
17258036;Centro;Italian, Pizza;40;3;45;Dark Green;Excellent;1109
17258154;Court Avenue Brewing Company;American, Pizza, Bar Food;40;3;42;Green;Very Good;370
17259340;Django;French;40;3;43;Green;Very Good;532
17259200;Waterfront Seafood Market;Seafood, Sushi;40;3;42;Green;Very Good;530
17342811;Ichiban Hibachi Steakhouse & Sushi Bar;Japanese, Steak, Sushi;40;3;37;Yellow;Good;83
17342770;L. May Eatery;International, Pizza;40;3;38;Yellow;Good;198
17342625;Pepper Sprout Incorporated;American;40;3;36;Yellow;Good;159
17374552;Corkscrew Cafe;;40;3;39;Yellow;Good;209
17375198;Antebellum;American, Southern;40;3;43;Green;Very Good;164
17375214;Bodensee;German;40;3;38;Yellow;Good;114
17501439;Dovetail;;40;3;38;Yellow;Good;102
17501279;Bonefish Grill;American, Seafood;40;3;41;Green;Very Good;293
17501268;Zen Japanese Steakhouse and Sushi Bar;Japanese, Steak, Sushi;40;3;41;Green;Very Good;314
17534788;The Artesian Restaurant;American, International, Southwestern;40;3;36;Yellow;Good;30
17061237;Cev�_che Tapas Bar & Restaurant;Spanish, Tapas;40;3;44;Green;Very Good;981
17057925;Caf�� Tu Tu Tango;New American, Tapas;40;3;46;Dark Green;Excellent;1293
17059012;Hollerbach's Willow Tree Caf��;German;40;3;48;Dark Green;Excellent;1699
17057797;Bosphorous Turkish Cuisine;Mediterranean, Turkish;40;3;42;Green;Very Good;568
17059060;Hillstone;;40;3;44;Green;Very Good;1158
17061231;The Ravenous Pig;Pub Food;40;3;44;Green;Very Good;1998
17580142;McGuire's Irish Pub & Brewery;Burger, Bar Food, Steak;40;3;49;Dark Green;Excellent;2238
17580412;Carrabba's Italian Grill;Italian, Pizza, Seafood;40;3;37;Yellow;Good;292
17579992;Dharma Blue;Seafood, Sushi;40;3;41;Green;Very Good;669
17580030;Global Grill;European, International, Tapas;40;3;44;Green;Very Good;900
17580020;The Fish House;American, Seafood, Sushi;40;3;4;Green;Very Good;1270
17580408;Flounders Chowder House;Seafood;40;3;39;Yellow;Good;724
17579653;Hemingway's Island Grill;Caribbean, Seafood, Steak;40;3;35;Yellow;Good;479
17580422;Peg Leg Pete's;Burger, Sandwich, Seafood;40;3;44;Green;Very Good;1408
17580539;The Grand Marlin;Caribbean, Seafood;40;3;43;Green;Very Good;905
17580021;Fisherman's Corner;Sandwich, Seafood, Cajun;40;3;44;Green;Very Good;747
17582522;Buddy's Italian Restaurant;Italian, Pizza, Sandwich;40;3;37;Yellow;Good;222
17582625;Sandpiper Restaurant & Lounge;American, Seafood, Steak;40;3;36;Yellow;Good;85
17582669;The Bridge;New American;40;3;36;Yellow;Good;144
17145408;Monkeypod Kitchen by Merriman;Burger;40;3;42;Green;Very Good;485
17143336;Sansei Seafood Restaurant & Sushi Bar;Japanese, Seafood, Sushi;40;3;42;Green;Very Good;807
17142297;Hula Grill;Hawaiian, Seafood, Steak;40;3;43;Green;Very Good;1056
17142535;Kimo's;Hawaiian, Seafood, Steak;40;3;43;Green;Very Good;707
17143950;Yard House;American, Asian, Burger;40;3;46;Dark Green;Excellent;1078
17615915;The Lady & Sons;Southern;40;3;33;Orange;Average;1201
17616487;Green Truck Pub;Burger;40;3;47;Dark Green;Excellent;906
17615979;Mrs. Wilkes' Dining Room;American, Southern;40;3;45;Dark Green;Excellent;1014
17616025;Pirates' House Restaurant;American, Seafood, Steak;40;3;38;Yellow;Good;566
17615855;Huey's On The River;Breakfast, Cajun;40;3;41;Green;Very Good;802
17616295;The Crab Shack;Seafood;40;3;38;Yellow;Good;883
18483224;Chye Seng Huat Hardware;Cafe;40;3;37;Yellow;Good;33
18483446;Bitters & Love;Finger Food;40;3;39;Yellow;Good;35
17621616;Archie's Waeside;Burger, Seafood, Steak;40;3;37;Yellow;Good;100
17621763;Fuji Bay Japanese Restaurant;Japanese, Sushi;40;3;37;Yellow;Good;129
17621833;Minerva's Food & Cocktails;American, Seafood, Steak;40;3;37;Yellow;Good;146
17621960;Tokyo Japanese Steakhouse & Sushi Bar;Japanese, Steak, Sushi;40;3;39;Yellow;Good;239
17621755;El Fredo Pizza;Pizza;40;3;4;Green;Very Good;280
17102241;Boca Kitchen Bar Market;Breakfast;40;3;39;Yellow;Good;665
17096198;Salt Rock Grill;American, Seafood, Steak;40;3;42;Green;Very Good;1363
17093135;Conch Republic Grill;Sandwich, Seafood, Steak;40;3;45;Dark Green;Excellent;844
17095236;Mr. Dunderbak's Biergarten and Marketplatz;European, German;40;3;49;Dark Green;Excellent;1413
17095979;Red Mesa Restaurant;Breakfast, Mexican;40;3;45;Dark Green;Excellent;1203
17099856;Datz;Desserts, Bar Food;40;3;47;Dark Green;Excellent;3074
17100307;Ella's Americana Folk Art Cafe;International, Italian, Southern;40;3;48;Dark Green;Excellent;1715
17100547;The Refinery;Seafood, Steak;40;3;4;Green;Very Good;875
17093124;Columbia Restaurant;Cuban, Spanish;40;3;44;Green;Very Good;1746
17677978;306 North Restaurant;Seafood, Southern;40;3;39;Yellow;Good;231
17677988;Austins Cattle Co;Burger, Seafood, Steak;40;3;37;Yellow;Good;216
17678307;Bubba Jax Crab Shack;Fast Food, Seafood;40;3;37;Yellow;Good;137
17678055;Giulios Greek & Italian Restaurant;Greek, Italian;40;3;38;Yellow;Good;221
17678291;Steel Magnolias;Southern;40;3;38;Yellow;Good;225
17696918;Montage;American, Italian, Seafood;40;3;36;Yellow;Good;89
17697398;Sakura;Japanese, Sushi;40;3;38;Yellow;Good;175
17697386;Galleria de Paco;American;40;3;36;Yellow;Good;86
17057397;'Ohana;Hawaiian;45;3;45;Dark Green;Excellent;1151
17057591;Bahama Breeze Island Grille;Caribbean;45;3;43;Green;Very Good;910
17582668;Texas Roadhouse;American, BBQ, Steak;45;3;35;Yellow;Good;83
17060320;Raglan Road Irish Pub and Restaurant;Irish;50;4;43;Green;Very Good;782
17059541;Maggiano's Little Italy;Italian;50;4;44;Green;Very Good;886
18485469;Boufe Boutique Cafe;Italian, French, Bakery, Cafe;50;3;32;Orange;Average;29
18483082;Artistry;American, Bakery, European, Burger, Fusion;50;3;38;Yellow;Good;28
17060516;Seasons 52 Fresh Grill;American;60;4;44;Green;Very Good;1685
18482983;The Lokal;Singaporean, Australian, German;60;4;31;Orange;Average;33
18479742;I Am;Western, Fusion, Fast Food;60;4;32;Orange;Average;32
17284403;Henry Campbell's Steakhouse;Steak, Tapas, Bar Food;70;4;35;Yellow;Good;51
17303545;Chandlers Steakhouse;American, Seafood, Steak;70;4;39;Yellow;Good;379
17304691;Barbacoa Restaurant;Latin American, Steak;70;4;41;Green;Very Good;538
17334752;Duck City Bistro;American, French;70;4;37;Yellow;Good;201
17259169;Tursi's Latin King;American, Italian;70;4;41;Green;Very Good;476
17342775;Woodfire Grille;American, Seafood, Steak;70;4;36;Yellow;Good;72
17500695;Downtown Grill;Steak;70;4;4;Green;Very Good;195
17500847;Natalia's;European, Italian, Mediterranean;70;4;42;Green;Very Good;379
17211719;Blue Point Grill;Seafood;70;4;4;Green;Very Good;542
17142792;Mama's Fish House;Hawaiian, Seafood;70;4;49;Dark Green;Excellent;1343
17141990;Duke's Waikiki;Hawaiian, Seafood, Steak;70;4;44;Green;Very Good;1492
17143282;Roy's;Asian, European, Seafood;70;4;42;Green;Very Good;531
17616400;Rocks on the River;Pizza, Seafood, Steak;70;4;4;Green;Very Good;687
17616205;The Olde Pink House;American, Seafood, Southern;70;4;44;Green;Very Good;1803
17616222;Vic's On The River;American;70;4;41;Green;Very Good;558
17621552;Kahill's Steak-Fish Chophouse;American, Seafood, Steak;70;4;35;Yellow;Good;58
17092293;Bern's Steak House;American, Desserts, Steak;70;4;47;Dark Green;Excellent;3157
17102579;Edison: Food+Drink Lab;International;70;4;39;Yellow;Good;373
17678216;Mori's Japanese Steakhouse & Sushi Bar;Japanese, Steak, Sushi;70;4;35;Yellow;Good;208
16654702;Lake House Restaurant;Italian, Mediterranean, Pizza;70;4;43;Green;Very Good;204
18483252;Artichoke Cafe;Cafe, Spanish, Turkish, Greek;75;4;32;Orange;Average;33
18483389;Potato Head Folk;American;80;4;31;Orange;Average;34
18479690;The Refinery Singapore;American, Japanese, Singaporean;80;4;32;Orange;Average;30
17060869;Texas de Brazil;Brazilian, Steak;100;4;46;Dark Green;Excellent;2324
18483714;Fratini La Trattoria;Italian;100;4;41;Green;Very Good;35
18255631;Pier 70;Modern Australian;120;4;26;Orange;Average;16
18484464;Colony;Asian, Continental, Seafood;220;4;38;Yellow;Good;30
18484349;Cut By Wolfgang Puck;American, Steak;270;4;4;Green;Very Good;33
18483372;Sky On 57;Chinese, Continental, Singaporean;300;4;34;Orange;Average;34
18483051;Summer Pavilion;Chinese, Seafood, Cantonese, Dim Sum;300;4;39;Yellow;Good;34
18483085;Rhubarb Le Restaurant;French;315;4;39;Yellow;Good;33
18483222;Jaan;French;430;4;38;Yellow;Good;35
18496057;Restaurant Andre;French, Mediterranean, European;500;4;38;Yellow;Good;33
