0.36	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0.505545	0	0	1	0	0	0.419354839	0	0	0	0	0	1	0	0	0	0	0	0	0.0656	0.04	0	0	1	0	0	0	0
0.20	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0.50251	0	0	1	0	0	0.967741935	0	0	1	0	0	0	0	0	0	0	0	0	0.0522	0.02	0	0	1	0	0	0	1
0.31	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0.5018	1	1	1	0	0	0.935483871	0	0	0	0	0	0	1	0	0	0	0	0	0.0178	0.02	0.242	0.04	0	1	0	0	0
0.40	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0.50097	0	1	1	0	0	0.935483871	0	0	0	0	0	1	0	0	0	0	0	0	0.0378	0.04	0	0	1	0	0	0	0
0.56	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0.520365	0	0	1	0	0	0.870967742	0	0	0	0	0	1	0	0	0	0	0	0	0.0478	0.1	0	0	1	0	0	0	0
0.37	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0.511585	1	0	1	0	0	0.64516129	0	0	1	0	0	0	0	0	0	0	0	0	0.0228	0.02	0.153	0.08	0	1	0	0	0
0.25	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0.498895	1	0	0	1	0	0.741935484	0	1	0	0	0	0	0	0	0	0	0	0	0.05	0.02	0	0	1	0	0	0	0
0.31	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0.50066	0	0	1	0	0	0.225806452	0	0	0	0	0	0	0	1	0	0	0	0	0.0296	0.02	0.153	0.04	0	0	1	0	0
0.38	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0.5	1	0	1	0	0	0.580645161	0	0	0	0	0	0	0	0	1	0	0	0	0.0192	0.04	0	0	1	0	0	0	0
0.42	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0.50008	0	0	1	0	0	0.612903226	0	0	0	0	0	0	0	0	1	0	0	0	0.028	0.06	0	0	1	0	0	0	0
0.44	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0.50053	0	0	0	1	0	0.387096774	0	0	0	1	0	0	0	0	0	0	0	0	0.0218	0.04	0	0	1	0	0	0	0
0.44	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0.500465	0	0	1	0	0	0.225806452	0	0	0	0	0	0	0	1	0	0	0	0	0.025	0.04	0	0	1	0	0	0	0
0.26	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0.502715	0	0	1	0	0	0.967741935	0	0	0	0	0	0	1	0	0	0	0	0	0.0338	0.06	0	0	1	0	0	0	0
0.41	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0.529415	0	0	1	0	0	0.64516129	0	0	0	0	0	0	0	0	1	0	0	0	0.0364	0.04	0	0	1	0	0	0	0
0.55	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0.503135	1	0	0	1	0	0.161290323	0	1	0	0	0	0	0	0	0	0	0	0	0.0494	0.02	0	0	1	0	0	0	0
0.67	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0.50348	0	0	0	0	1	0.548387097	0	0	0	0	0	1	0	0	0	0	0	0	0.0238	0.02	0.106	0.08	0	1	0	0	0
0.56	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0.50392	0	1	1	0	0	0.967741935	0	0	0	0	0	0	0	1	0	0	0	0	0.0298	0.04	0	0	1	0	0	0	0
0.53	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0.500525	0	1	1	0	0	0.677419355	0	0	0	0	0	1	0	0	0	0	0	0	0.0148	0.04	0	0	1	0	0	0	0
0.68	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0.520945	0	0	0	0	1	0.451612903	0	0	0	0	0	0	0	1	0	0	0	0	0.1794	0.04	0	0	1	0	0	0	1
0.31	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0.500855	0	0	1	0	0	0.870967742	0	0	0	0	0	1	0	0	0	0	0	0	0.0162	0.06	0	0	1	0	0	0	0
0.59	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0.50021	0	0	1	0	0	0.677419355	0	0	0	0	0	0	0	0	1	0	0	0	0.008	0.02	0	0	1	0	0	0	0
0.32	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0.51268	1	0	1	0	0	0.838709677	0	0	0	0	0	1	0	0	0	0	0	0	0.1916	0.12	0	0	1	0	0	0	1
0.49	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0.506175	0	0	1	0	0	0.419354839	0	0	0	0	0	1	0	0	0	0	0	0	0.0708	0.06	0	0	1	0	0	0	1
0.42	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0.509055	1	0	0	1	0	0.451612903	0	1	0	0	0	0	0	0	0	0	0	0	0.03	0.02	0	0	1	0	0	0	0
0.78	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0.501145	0	0	0	0	1	0.709677419	1	0	0	0	0	0	0	0	0	0	0	0	0.0194	0.02	0	0	1	0	0	0	1
0.32	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0.510445	1	0	1	0	0	0.451612903	0	0	0	0	0	0	0	0	1	0	0	0	0.0264	0.02	0	0	1	0	0	0	1
0.33	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0.519675	1	0	1	0	0	0.193548387	0	1	0	0	0	0	0	0	0	0	0	0	0.153	0.02	0.343	0.08	0	1	0	0	1
0.23	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0.501815	1	0	0	1	0	0.967741935	0	1	0	0	0	0	0	0	0	0	0	0	0.0032	0.36	0	0	1	0	0	0	0
0.38	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0.559855	1	0	0	1	0	0.548387097	0	0	0	0	0	0	0	0	1	0	0	0	0.1218	0.04	0.102	0.12	0	1	0	0	0
0.36	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0.502765	0	0	1	0	0	0.35483871	0	0	0	0	0	1	0	0	0	0	0	0	0.0212	0.04	0	0	1	0	0	0	0
0.52	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0.505585	1	0	1	0	0	0.419354839	0	1	0	0	0	0	0	0	0	0	0	0	0.073	0.02	0	0	1	0	0	0	0
0.32	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0.50198	1	0	1	0	0	0.419354839	0	1	0	0	0	0	0	0	0	0	0	0	0.041	0.06	0	0	1	0	0	0	0
0.32	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0.51102	1	0	1	0	0	0.677419355	0	0	0	0	0	0	0	0	1	0	0	0	0.0022	0.08	0	0	1	0	0	0	0
0.34	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0.50436	1	0	0	1	0	0.225806452	0	1	0	0	0	0	0	0	0	0	0	0	0.021	0.04	0	0	1	0	0	0	0
0.55	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0.500725	0	0	0	0	1	0.064516129	0	0	0	0	1	0	0	0	0	0	0	0	0.0118	0.06	0.006	0.08	0	0	1	0	0
0.26	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0.5	1	0	0	1	0	0.677419355	0	1	0	0	0	0	0	0	0	0	0	0	0.085	0.02	0	0	1	0	0	0	0
0.32	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0.495755	1	1	1	0	0	0.129032258	0	0	0	0	1	0	0	0	0	0	0	0	0.0408	0.02	0	0	1	0	0	0	0
0.61	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0.523145	1	0	1	0	0	0.870967742	0	0	0	0	0	0	1	0	0	0	0	0	0.0362	0.02	0.093	0.04	0	0	0	1	1
0.45	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0.50422	0	0	0	1	0	0.161290323	0	0	0	1	0	0	0	0	0	0	0	0	0.2036	0.06	0	0	1	0	0	0	1
0.37	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0.50114	1	0	1	0	0	0.64516129	0	0	0	0	0	1	0	0	0	0	0	0	0.348	0.04	0	0	1	0	0	0	0
0.38	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0.50025	0	0	1	0	0	0.935483871	0	0	0	0	0	1	0	0	0	0	0	0	0.0196	0.04	0	0	1	0	0	0	0
0.34	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0.507695	1	0	1	0	0	0.483870968	0	0	0	1	0	0	0	0	0	0	0	0	0.0882	0.02	0.057	0.04	0	0	1	0	1
0.53	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0.511155	1	0	1	0	0	0.451612903	0	0	0	0	0	0	0	1	0	0	0	0	0.0544	0.06	0	0	1	0	0	0	0
0.48	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0.51532	1	0	0	0	1	0.483870968	0	0	0	0	0	0	0	1	0	0	0	0	0.0318	0.04	0	0	1	0	0	0	0
0.57	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0.50041	0	1	0	0	1	0.129032258	0	0	0	0	1	0	0	0	0	0	0	0	0.028	0.02	0	0	1	0	0	0	0
0.33	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0.510775	0	0	1	0	0	0.548387097	0	0	0	0	0	0	0	0	1	0	0	0	0.059	0.02	0	0	1	0	0	0	0
0.36	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0.500505	1	1	0	1	0	0.838709677	0	1	0	0	0	0	0	0	0	0	0	0	0.0628	0.02	0	0	1	0	0	0	0
0.54	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0.50392	1	1	0	1	0	0.483870968	0	1	0	0	0	0	0	0	0	0	0	0	0.1158	0.02	0	0	1	0	0	0	0
0.41	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0.49742	0	1	0	0	1	0.258064516	0	0	0	0	0	0	0	1	0	0	0	0	0.1108	0.06	0	0	1	0	0	0	0
0.63	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0.502075	1	0	1	0	0	0.225806452	1	0	0	0	0	0	0	0	0	0	0	0	0.0646	0.02	0	0	1	0	0	0	0
0.48	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0.529435	0	0	1	0	0	0.419354839	0	0	0	0	0	1	0	0	0	0	0	0	0.0454	0.04	0	0	1	0	0	0	0
0.48	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0.506775	0	0	1	0	0	0.129032258	0	0	0	0	0	0	0	1	0	0	0	0	0.0268	0.04	0	0	1	0	0	0	0
0.56	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0.584365	0	0	1	0	0	0.225806452	1	0	0	0	0	0	0	0	0	0	0	0	0.0446	0.02	0	0	1	0	0	0	0
0.51	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0.501015	1	0	1	0	0	0.258064516	0	1	0	0	0	0	0	0	0	0	0	0	0.0268	0.02	0.171	0.2	0	1	0	0	0
0.31	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0.50169	1	0	1	0	0	0.903225806	0	0	0	0	0	0	1	0	0	0	0	0	0.031	0.02	0	0	1	0	0	0	0
0.29	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0.50222	1	0	1	0	0	0.677419355	0	0	0	0	0	0	0	1	0	0	0	0	0.026	0.08	0	0	1	0	0	0	0
0.41	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0.5	0	1	1	0	0	0.225806452	0	0	0	0	0	0	0	1	0	0	0	0	0.126	0.06	0	0	1	0	0	0	0
0.32	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0.5018	0	0	1	0	0	0.612903226	0	0	0	0	0	0	0	0	1	0	0	0	0.0328	0.04	0	0	1	0	0	0	0
0.37	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0.5	0	0	1	0	0	0.516129032	0	0	0	0	0	0	0	1	0	0	0	0	0.0536	0.04	0.183	0.12	0	0	0	1	1
0.42	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0.50001	1	0	0	1	0	0.161290323	0	1	0	0	0	0	0	0	0	0	0	0	0.076	0.02	0	0	1	0	0	0	0
0.31	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0.53124	1	0	0	1	0	0.290322581	0	1	0	0	0	0	0	0	0	0	0	0	0.0308	0.04	0	0	1	0	0	0	0
0.41	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0.50206	1	0	0	1	0	0.096774194	0	0	0	1	0	0	0	0	0	0	0	0	0.0308	0.1	0	0	1	0	0	0	0
0.56	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0.50172	1	0	0	1	0	0.483870968	0	1	0	0	0	0	0	0	0	0	0	0	0.0442	0.02	0	0	1	0	0	0	0
0.54	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0.51611	0	0	1	0	0	0.451612903	0	0	0	0	0	1	0	0	0	0	0	0	0.0134	0.04	0	0	1	0	0	0	0
0.41	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0.50087	1	0	1	0	0	0.451612903	0	1	0	0	0	0	0	0	0	0	0	0	0.0734	0.04	0.298	0.04	0	0	1	0	0
0.40	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0.502955	0	1	1	0	0	0.451612903	0	0	0	0	0	1	0	0	0	0	0	0	0.0174	0.12	0	0	1	0	0	0	0
0.50	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0.50194	0	0	1	0	0	0.161290323	0	0	0	0	1	0	0	0	0	0	0	0	0.1402	0.02	0	0	1	0	0	0	0
0.40	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0.501095	1	0	1	0	0	0.548387097	0	0	0	0	0	0	0	0	1	0	0	0	0.0408	0.04	0.197	0.04	0	1	0	0	0
0.27	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0.502255	1	0	1	0	0	0.516129032	0	0	0	0	0	0	0	1	0	0	0	0	0.1304	0.02	0	0	1	0	0	0	1
0.60	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0.500025	0	0	1	0	0	0.838709677	0	0	0	0	0	1	0	0	0	0	0	0	0.0126	0.04	0	0	1	0	0	0	0
0.28	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0.500885	1	1	1	0	0	0.193548387	0	1	0	0	0	0	0	0	0	0	0	0	0.03	0.02	0	0	1	0	0	0	0
0.52	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0.503285	0	0	0	0	1	0.225806452	0	0	0	0	0	0	0	1	0	0	0	0	0.0796	0.04	0.461	0.08	0	1	0	0	1
0.37	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0.506575	0	0	1	0	0	0.967741935	0	0	0	1	0	0	0	0	0	0	0	0	0.0448	0.02	0	0	1	0	0	0	1
0.51	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0.50733	1	0	0	1	0	0.225806452	0	1	0	0	0	0	0	0	0	0	0	0	0.0812	0.04	0	0	1	0	0	0	0
0.41	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0.504395	0	1	1	0	0	0.225806452	0	0	0	0	0	0	0	1	0	0	0	0	0.012	0.08	0	0	1	0	0	0	0
0.35	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0.501465	1	0	0	1	0	0.967741935	0	1	0	0	0	0	0	0	0	0	0	0	0.1042	0.04	0	0	1	0	0	0	0
0.38	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0.50212	1	0	1	0	0	0.548387097	0	0	1	0	0	0	0	0	0	0	0	0	0.0558	0.02	0	0	1	0	0	0	0
0.34	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0.509155	1	0	0	1	0	0.64516129	0	1	0	0	0	0	0	0	0	0	0	0	0.0406	0.04	0	0	1	0	0	0	0
0.39	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0.500555	0	0	1	0	0	0.580645161	0	0	0	0	0	0	0	0	1	0	0	0	0.0402	0.04	0	0	1	0	0	0	0
0.34	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0.502275	1	0	0	1	0	0.64516129	0	0	0	1	0	0	0	0	0	0	0	0	0.0744	0.06	0	0	1	0	0	0	0
0.27	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0.499025	1	0	1	0	0	0.580645161	0	1	0	0	0	0	0	0	0	0	0	0	0.0782	0.02	0	0	1	0	0	0	1
0.32	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0.51808	0	0	1	0	0	0.451612903	0	0	0	0	0	1	0	0	0	0	0	0	0.033	0.04	0	0	1	0	0	0	0
0.57	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0.570465	0	0	1	0	0	0.35483871	0	0	0	0	0	1	0	0	0	0	0	0	0.0462	0.1	0	0	1	0	0	0	0
0.41	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0.507835	0	0	1	0	0	0.032258065	0	0	0	0	0	0	0	1	0	0	0	0	0.0582	0.04	0	0	1	0	0	0	0
0.41	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0.52713	1	0	0	1	0	0.451612903	0	1	0	0	0	0	0	0	0	0	0	0	0.0298	0.04	0	0	1	0	0	0	0
0.30	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0.501305	0	0	1	0	0	0.612903226	1	0	0	0	0	0	0	0	0	0	0	0	0.0466	0.02	0.138	0.8	0	1	0	0	0
0.36	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0.514215	0	0	1	0	0	0.387096774	0	0	0	0	1	0	0	0	0	0	0	0	0.0946	0.02	0.183	0.04	0	0	0	1	0
0.31	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0.50203	0	0	1	0	0	0.129032258	0	0	0	0	1	0	0	0	0	0	0	0	0.1472	0.02	0	0	1	0	0	0	1
0.36	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0.5	1	0	0	1	0	0.193548387	0	1	0	0	0	0	0	0	0	0	0	0	0.0674	0.02	0	0	1	0	0	0	0
0.38	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0.502465	1	0	1	0	0	0.35483871	0	1	0	0	0	0	0	0	0	0	0	0	0.1106	0.02	0.368	0.28	0	1	0	0	0
0.49	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0.52998	0	0	0	0	1	0.677419355	0	0	0	0	0	0	0	0	1	0	0	0	0.069	0.04	0	0	1	0	0	0	0
0.57	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0.518885	1	0	0	0	1	0.419354839	0	1	0	0	0	0	0	0	0	0	0	0	0.013	0.04	0	0	1	0	0	0	0
0.34	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0.50262	0	0	0	1	0	0.419354839	0	0	0	0	0	1	0	0	0	0	0	0	0.0018	0.02	0	0	1	0	0	0	0
0.32	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0.50287	1	0	1	0	0	0.451612903	0	0	1	0	0	0	0	0	0	0	0	0	0.0518	0.04	0.146	0.12	0	1	0	0	0
0.37	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0.502135	1	1	0	1	0	0.290322581	0	0	0	1	0	0	0	0	0	0	0	0	0.0742	0.06	0	0	1	0	0	0	0
0.33	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0.502415	1	0	1	0	0	0.096774194	0	0	0	0	1	0	0	0	0	0	0	0	0.056	0.04	0	0	1	0	0	0	0
0.56	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0.516955	0	0	1	0	0	0.677419355	0	0	1	0	0	0	0	0	0	0	0	0	0.0486	0.02	0	0	1	0	0	0	1
0.27	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0.5	1	0	1	0	0	0.741935484	0	0	0	0	0	0	0	1	0	0	0	0	0.087	0.06	0	0	1	0	0	0	0
0.21	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0.51244	0	0	1	0	0	0.967741935	0	0	0	1	0	0	0	0	0	0	0	0	0.0516	0.12	0.17	0.12	0	0	0	1	1
0.58	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0.507585	1	0	0	0	1	0.935483871	0	0	0	0	0	0	0	1	0	0	0	0	0.0014	0.1	0	0	1	0	0	0	0
0.32	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0.501085	1	1	1	0	0	0.483870968	0	0	0	0	0	0	0	1	0	0	0	0	0.0634	0.1	0	0	1	0	0	0	0
0.33	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0.50011	0	0	1	0	0	0.967741935	0	0	0	0	0	0	1	0	0	0	0	0	0.0152	0.04	0.208	0.04	0	1	0	0	0
0.25	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0.501655	0	0	0	0	1	0.838709677	0	0	0	0	0	1	0	0	0	0	0	0	0.034	0.08	0	0	1	0	0	0	1
0.25	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0.502525	0	1	1	0	0	0.548387097	0	0	0	0	0	0	0	0	1	0	0	0	0.0772	0.04	0	0	1	0	0	0	1
0.30	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0.50904	1	0	1	0	0	0.580645161	0	1	0	0	0	0	0	0	0	0	0	0	0.0166	0.04	0	0	1	0	0	0	0
0.22	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0.520555	0	1	1	0	0	0.612903226	0	0	0	0	0	1	0	0	0	0	0	0	0.013	0.02	0	0	1	0	0	0	0
0.39	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0.50026	0	0	1	0	0	0.419354839	0	0	0	0	0	1	0	0	0	0	0	0	0.0138	0.02	0	0	1	0	0	0	0
0.46	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0.500125	0	0	0	1	0	0.548387097	0	0	0	1	0	0	0	0	0	0	0	0	0.1128	0.04	0	0	1	0	0	0	0
0.31	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0.50945	1	0	1	0	0	0.677419355	0	0	0	0	0	0	0	1	0	0	0	0	0.1176	0.02	0	0	1	0	0	0	0
0.45	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0.502095	0	0	1	0	0	0.580645161	0	0	0	0	0	1	0	0	0	0	0	0	0.0226	0.08	0	0	1	0	0	0	0
0.32	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0.513465	1	0	0	1	0	0.677419355	0	1	0	0	0	0	0	0	0	0	0	0	0.0032	0.02	0	0	1	0	0	0	0
0.36	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0.498845	0	1	1	0	0	0.483870968	0	0	0	0	0	0	0	1	0	0	0	0	0.1558	0.04	0	0	1	0	0	0	0
